County,ZIPCode,Population,TotalPopulation,Weight
Tarrant,76155,5647,2110640,0.00268
Tarrant,76164,15689,2110640,0.00743
Tarrant,76177,19866,2110640,0.00941
Tarrant,76179,68411,2110640,0.03241
Tarrant,76180,35988,2110640,0.01705
Tarrant,76182,31091,2110640,0.01473
Tarrant,76244,76801,2110640,0.03639
Tarrant,76248,40669,2110640,0.01927
Tarrant,76262,12310,2110640,0.00583
Taylor,79508,1412,143208,0.00986
Taylor,79519,10,143208,0.00007
Taylor,79530,695,143208,0.00485
Taylor,79536,4286,143208,0.02993
Taylor,79541,867,143208,0.00605
Taylor,79561,471,143208,0.00329
Taylor,79562,4646,143208,0.03244
Taylor,79563,1153,143208,0.00805
Taylor,79566,111,143208,0.00078
Taylor,79567,37,143208,0.00026
Taylor,79601,18037,143208,0.12595
Taylor,79602,25470,143208,0.17785
Taylor,79603,24147,143208,0.16861
Taylor,79605,29874,143208,0.20861
Taylor,79606,27836,143208,0.19437
Taylor,79607,2960,143208,0.02067
Taylor,79697,151,143208,0.00105
Taylor,79698,3,143208,0.00002
Taylor,79699,1042,143208,0.00728
Terrell,78851,760,760,1.00000
Terry,79316,10875,11831,0.91920
Terry,79345,919,11831,0.07768
Terry,79359,13,11831,0.00110
Terry,79376,24,11831,0.00203
Throckmorton,76372,34,1440,0.02361
Throckmorton,76483,1018,1440,0.70694
Throckmorton,76491,388,1440,0.26944
Titus,75455,24159,31247,0.77316
Titus,75487,1299,31247,0.04157
Titus,75493,1573,31247,0.05034
Titus,75558,1932,31247,0.06183
Titus,75686,2284,31247,0.07310
Tom Green,76861,835,120003,0.00696
Tom Green,76901,30419,120003,0.25349
Tom Green,76903,31952,120003,0.26626
Tom Green,76904,37797,120003,0.31497
Tom Green,76905,13656,120003,0.11380
Tom Green,76908,1555,120003,0.01296
Tom Green,76909,432,120003,0.00360
Tom Green,76934,1700,120003,0.01417
Tom Green,76935,1114,120003,0.00928
Tom Green,76937,178,120003,0.00148
Tom Green,76940,192,120003,0.00160
Tom Green,76955,133,120003,0.00111
Tom Green,76957,40,120003,0.00033
Travis,78610,2946,1290188,0.00228
Travis,78612,699,1290188,0.00054
Travis,78613,9393,1290188,0.00728
Travis,78615,960,1290188,0.00074
Travis,78616,13,1290188,0.00001
Travis,78617,22897,1290188,0.01775
Travis,78620,3632,1290188,0.00282
Travis,78621,6424,1290188,0.00498
Travis,78634,582,1290188,0.00045
Travis,78640,71,1290188,0.00006
Travis,78641,17129,1290188,0.01328
Travis,78645,13399,1290188,0.01039
Travis,78652,6549,1290188,0.00508
Travis,78653,38708,1290188,0.03000
Travis,78654,1241,1290188,0.00096
Travis,78660,111952,1290188,0.08677
Travis,78663,24,1290188,0.00002
Travis,78664,7781,1290188,0.00603
Travis,78669,7460,1290188,0.00578
Travis,78701,11998,1290188,0.00930
Travis,78702,25238,1290188,0.01956
Travis,78703,20472,1290188,0.01587
Travis,78704,47688,1290188,0.03696
Travis,78705,30263,1290188,0.02346
Travis,78712,6028,1290188,0.00467
Travis,78719,2099,1290188,0.00163
Travis,78721,11367,1290188,0.00881
Travis,78722,7187,1290188,0.00557
Travis,78723,34517,1290188,0.02675
Travis,78724,28375,1290188,0.02199
Travis,78725,11996,1290188,0.00930
Travis,78726,15778,1290188,0.01223
Travis,78727,30812,1290188,0.02388
Travis,78728,22629,1290188,0.01754
Travis,78729,1421,1290188,0.00110
Travis,78730,8819,1290188,0.00684
Travis,78731,28016,1290188,0.02171
Travis,78732,18975,1290188,0.01471
Travis,78733,9857,1290188,0.00764
Travis,78734,23173,1290188,0.01796
Travis,78735,20058,1290188,0.01555
Travis,78736,9395,1290188,0.00728
Travis,78737,4540,1290188,0.00352
Travis,78738,29897,1290188,0.02317
Travis,78739,21029,1290188,0.01630
Travis,78741,49152,1290188,0.03810
Travis,78742,573,1290188,0.00044
Travis,78744,51226,1290188,0.03970
Travis,78745,58056,1290188,0.04500
Travis,78746,32023,1290188,0.02482
Travis,78747,21481,1290188,0.01665
Travis,78748,53486,1290188,0.04146
Travis,78749,37891,1290188,0.02937
Travis,78750,16912,1290188,0.01311
Travis,78751,17114,1290188,0.01326
Travis,78752,16887,1290188,0.01309
Travis,78753,53340,1290188,0.04134
Travis,78754,21607,1290188,0.01675
Travis,78756,9370,1290188,0.00726
Travis,78757,25900,1290188,0.02007
Travis,78758,51875,1290188,0.04021
Travis,78759,39808,1290188,0.03085
Trinity,75845,2678,13602,0.19688
Trinity,75847,187,13602,0.01375
Trinity,75856,325,13602,0.02389
Trinity,75862,9279,13602,0.68218
Trinity,75926,1133,13602,0.08330
Tyler,75936,1550,19798,0.07829
Tyler,75938,1168,19798,0.05900
Tyler,75979,11220,19798,0.56672
Tyler,77616,1471,19798,0.07430
Tyler,77624,84,19798,0.00424
Tyler,77660,1234,19798,0.06233
Tyler,77664,3071,19798,0.15512
Upshur,75451,6,40892,0.00015
Upshur,75494,135,40892,0.00330
Upshur,75604,231,40892,0.00565
Upshur,75605,53,40892,0.00130
Upshur,75640,4017,40892,0.09823
Upshur,75644,11358,40892,0.27776
Upshur,75645,10894,40892,0.26641
Upshur,75647,4919,40892,0.12029
Upshur,75683,3267,40892,0.07989
Upshur,75686,876,40892,0.02142
Upshur,75755,5048,40892,0.12345
Upshur,75765,88,40892,0.00215
Upton,79752,2219,3308,0.67080
Upton,79755,1089,3308,0.32920
Uvalde,78801,21024,24564,0.85589
Uvalde,78838,295,24564,0.01201
Uvalde,78870,713,24564,0.02903
Uvalde,78881,2004,24564,0.08158
Uvalde,78884,528,24564,0.02149
Val Verde,78837,285,47586,0.00599
Val Verde,78840,46811,47586,0.98371
Val Verde,78843,490,47586,0.01030
Van Zandt,75103,16711,59541,0.28066
Van Zandt,75117,4374,59541,0.07346
Van Zandt,75127,2265,59541,0.03804
Van Zandt,75140,6231,59541,0.10465
Van Zandt,75147,2682,59541,0.04504
Van Zandt,75169,13078,59541,0.21965
Van Zandt,75752,25,59541,0.00042
Van Zandt,75754,7029,59541,0.11805
Van Zandt,75758,15,59541,0.00025
Van Zandt,75778,1486,59541,0.02496
Van Zandt,75790,5645,59541,0.09481
Victoria,77901,40542,91319,0.44396
Victoria,77904,29639,91319,0.32457
Victoria,77905,15760,91319,0.17258
Victoria,77951,1804,91319,0.01975
Victoria,77968,3187,91319,0.03490
Victoria,77974,245,91319,0.00268
Victoria,77979,13,91319,0.00014
Victoria,77995,129,91319,0.00141
Walker,75852,110,76400,0.00144
Walker,75862,230,76400,0.00301
Walker,77318,12,76400,0.00016
Walker,77320,36991,76400,0.48418
Walker,77340,34728,76400,0.45455
Walker,77358,3638,76400,0.04762
Walker,77831,393,76400,0.00514
Walker,77873,298,76400,0.00390
Waller,77355,819,56794,0.01442
Waller,77363,230,56794,0.00405
Waller,77423,13939,56794,0.24543
Waller,77445,19978,56794,0.35176
Waller,77447,4525,56794,0.07967
Waller,77484,10804,56794,0.19023
Waller,77493,6265,56794,0.11031
Waller,77494,234,56794,0.00412
Ward,79719,329,11644,0.02825
Ward,79742,477,11644,0.04097
Ward,79756,10756,11644,0.92374
Ward,79777,82,11644,0.00704
Washington,77426,1891,35805,0.05281
Washington,77833,29237,35805,0.81656
Washington,77835,2320,35805,0.06480
Washington,77880,1773,35805,0.04952
Washington,78932,401,35805,0.01120
Washington,78946,183,35805,0.00511
Webb,78040,36811,267114,0.13781
Webb,78041,48768,267114,0.18257
Webb,78043,42087,267114,0.15756
Webb,78045,65269,267114,0.24435
Webb,78046,73403,267114,0.27480
Webb,78344,257,267114,0.00096
Webb,78369,519,267114,0.00194
Wharton,77420,2178,41570,0.05239
Wharton,77434,257,41570,0.00618
Wharton,77435,5447,41570,0.13103
Wharton,77437,17520,41570,0.42146
Wharton,77455,2309,41570,0.05554
Wharton,77488,13859,41570,0.33339
Wheeler,79011,350,4990,0.07014
Wheeler,79061,280,4990,0.05611
Wheeler,79079,2362,4990,0.47335
Wheeler,79096,1998,4990,0.40040
Wichita,76301,15402,129350,0.11907
Wichita,76302,10988,129350,0.08495
Wichita,76305,6775,129350,0.05238
Wichita,76306,14966,129350,0.11570
Wichita,76308,19489,129350,0.15067
Wichita,76309,12793,129350,0.09890
Wichita,76310,18577,129350,0.14362
Wichita,76311,6349,129350,0.04908
Wichita,76354,11350,129350,0.08775
Wichita,76360,2779,129350,0.02148
Wichita,76367,9882,129350,0.07640
Wilbarger,76360,46,12887,0.00357
Wilbarger,76364,182,12887,0.01412
Wilbarger,76373,148,12887,0.01148
Wilbarger,76384,12467,12887,0.96741
Wilbarger,79225,3,12887,0.00023
Wilbarger,79247,41,12887,0.00318
Willacy,78569,5210,20164,0.25838
Willacy,78580,13658,20164,0.67735
Willacy,78590,731,20164,0.03625
Willacy,78594,244,20164,0.01210
Willacy,78598,321,20164,0.01592
Williamson,76511,1257,609017,0.00206
Williamson,76527,4542,609017,0.00746
Williamson,76530,2896,609017,0.00476
Williamson,76537,10911,609017,0.01792
Williamson,76574,19367,609017,0.03180
Williamson,76577,111,609017,0.00018
Williamson,76578,1939,609017,0.00318
Williamson,78613,79238,609017,0.13011
Williamson,78615,898,609017,0.00147
Williamson,78621,697,609017,0.00114
Williamson,78626,41769,609017,0.06858
Williamson,78628,46505,609017,0.07636
Williamson,78633,26277,609017,0.04315
Williamson,78634,39917,609017,0.06554
Williamson,78641,63792,609017,0.10475
Williamson,78642,19443,609017,0.03193
Williamson,78660,23,609017,0.00004
Williamson,78664,53113,609017,0.08721
Williamson,78665,56874,609017,0.09339
Williamson,78681,56685,609017,0.09308
Williamson,78717,36403,609017,0.05977
Williamson,78727,27,609017,0.00004
Williamson,78728,2928,609017,0.00481
Williamson,78729,30691,609017,0.05039
Williamson,78750,12356,609017,0.02029
Williamson,78759,358,609017,0.00059
Wilson,78064,43,49753,0.00086
Wilson,78101,5863,49753,0.11784
Wilson,78112,272,49753,0.00547
Wilson,78113,122,49753,0.00245
Wilson,78114,22170,49753,0.44560
Wilson,78121,12440,49753,0.25004
Wilson,78147,3210,49753,0.06452
Wilson,78152,22,49753,0.00044
Wilson,78160,4732,49753,0.09511
Wilson,78161,815,49753,0.01638
Wilson,78223,64,49753,0.00129
Winkler,79745,6848,7791,0.87896
Winkler,79789,943,7791,0.12104
Wise,76020,457,68632,0.00666
Wise,76023,6911,68632,0.10070
Wise,76052,547,68632,0.00797
Wise,76071,3681,68632,0.05363
Wise,76073,6592,68632,0.09605
Wise,76078,9900,68632,0.14425
Wise,76082,2385,68632,0.03475
Wise,76225,3750,68632,0.05464
Wise,76234,18024,68632,0.26262
Wise,76247,34,68632,0.00050
Wise,76259,33,68632,0.00048
Wise,76270,784,68632,0.01142
Wise,76426,11478,68632,0.16724
Wise,76431,3506,68632,0.05108
Wise,76487,550,68632,0.00801
Wood,75410,4757,44843,0.10608
Wood,75431,468,44843,0.01044
Wood,75440,218,44843,0.00486
Wood,75480,198,44843,0.00442
Wood,75494,8464,44843,0.18875
Wood,75497,2993,44843,0.06674
Wood,75765,8431,44843,0.18801
Wood,75773,10761,44843,0.23997
Wood,75783,8553,44843,0.19073
Yoakum,79323,5817,7694,0.75604
Yoakum,79355,1877,7694,0.24396
Young,76372,959,17867,0.05367
Young,76374,3913,17867,0.21901
Young,76450,12639,17867,0.70739
Young,76460,258,17867,0.01444
Young,76481,98,17867,0.00548
Zapata,78067,594,13889,0.04277
Zapata,78076,13276,13889,0.95586
Zapata,78361,19,13889,0.00137
Zavala,78829,855,9670,0.08842
Zavala,78839,7332,9670,0.75822
Zavala,78872,1483,9670,0.15336
