District,ZIPCode,Population,TotalPopulation,Weight
27,78597,2470,831668,0.00297
27,78598,321,831668,0.00039
27,78599,30435,831668,0.03660
28,76360,46,796007,0.00006
28,76363,235,796007,0.00030
28,76364,182,796007,0.00023
28,76371,1502,796007,0.00189
28,76372,34,796007,0.00004
28,76373,148,796007,0.00019
28,76380,3754,796007,0.00472
28,76384,12467,796007,0.01566
28,76388,218,796007,0.00027
28,76424,8588,796007,0.01079
28,76429,204,796007,0.00026
28,76430,2422,796007,0.00304
28,76435,645,796007,0.00081
28,76437,5435,796007,0.00683
28,76443,23,796007,0.00003
28,76444,28,796007,0.00004
28,76445,216,796007,0.00027
28,76448,5593,796007,0.00703
28,76450,41,796007,0.00005
28,76454,1315,796007,0.00165
28,76464,460,796007,0.00058
28,76470,3092,796007,0.00388
28,76471,1624,796007,0.00204
28,76483,1018,796007,0.00128
28,76491,388,796007,0.00049
28,76801,4,796007,0.00001
28,76820,30,796007,0.00004
28,76821,4664,796007,0.00586
28,76823,1,796007,0.00000
28,76825,6565,796007,0.00825
28,76828,210,796007,0.00026
28,76831,8,796007,0.00001
28,76834,5005,796007,0.00629
28,76836,34,796007,0.00004
28,76837,2370,796007,0.00298
28,76841,16,796007,0.00002
28,76842,104,796007,0.00013
28,76845,177,796007,0.00022
28,76848,78,796007,0.00010
28,76849,3924,796007,0.00493
28,76852,247,796007,0.00031
28,76854,325,796007,0.00041
28,76856,3701,796007,0.00465
28,76858,242,796007,0.00030
28,76859,1832,796007,0.00230
28,76861,2011,796007,0.00253
28,76862,193,796007,0.00024
28,76865,249,796007,0.00031
28,76866,543,796007,0.00068
28,76869,78,796007,0.00010
28,76872,552,796007,0.00069
28,76873,68,796007,0.00009
28,76874,29,796007,0.00004
28,76875,528,796007,0.00066
28,76878,1478,796007,0.00186
28,76882,270,796007,0.00034
28,76883,13,796007,0.00002
28,76884,107,796007,0.00013
28,76887,82,796007,0.00010
28,76888,140,796007,0.00018
28,76901,30419,796007,0.03821
28,76903,31952,796007,0.04014
28,76904,37869,796007,0.04757
28,76905,13656,796007,0.01716
28,76908,1555,796007,0.00195
28,76909,432,796007,0.00054
28,76930,99,796007,0.00012
28,76932,3385,796007,0.00425
28,76933,1343,796007,0.00169
28,76934,1700,796007,0.00214
28,76935,1114,796007,0.00140
28,76936,2451,796007,0.00308
28,76937,348,796007,0.00044
28,76940,197,796007,0.00025
28,76941,1342,796007,0.00169
28,76945,1674,796007,0.00210
28,76949,45,796007,0.00006
28,76950,3364,796007,0.00423
28,76951,1372,796007,0.00172
28,76955,133,796007,0.00017
28,76957,40,796007,0.00005
28,78624,1,796007,0.00000
28,79031,1245,796007,0.00156
28,79041,2719,796007,0.00342
28,79064,2557,796007,0.00321
28,79072,25839,796007,0.03246
28,79082,295,796007,0.00037
28,79201,6664,796007,0.00837
28,79220,86,796007,0.00011
28,79225,745,796007,0.00094
28,79227,1155,796007,0.00145
28,79229,413,796007,0.00052
28,79234,43,796007,0.00005
28,79235,3296,796007,0.00414
28,79241,2106,796007,0.00265
28,79243,97,796007,0.00012
28,79244,747,796007,0.00094
28,79247,41,796007,0.00005
28,79248,1645,796007,0.00207
28,79250,1230,796007,0.00155
28,79252,2807,796007,0.00353
28,79256,273,796007,0.00034
28,79311,3348,796007,0.00421
28,79312,1039,796007,0.00131
28,79313,1157,796007,0.00145
28,79316,10875,796007,0.01366
28,79322,1926,796007,0.00242
28,79326,121,796007,0.00015
28,79329,3666,796007,0.00461
28,79330,184,796007,0.00023
28,79331,11487,796007,0.01443
28,79336,17862,796007,0.02244
28,79339,6925,796007,0.00870
28,79343,1239,796007,0.00156
28,79345,919,796007,0.00115
28,79351,916,796007,0.00115
28,79353,55,796007,0.00007
28,79356,5632,796007,0.00708
28,79357,1968,796007,0.00247
28,79358,1282,796007,0.00161
28,79359,13,796007,0.00002
28,79363,7153,796007,0.00899
28,79364,7715,796007,0.00969
28,79366,1193,796007,0.00150
28,79370,1174,796007,0.00147
28,79371,1118,796007,0.00140
28,79373,3319,796007,0.00417
28,79376,24,796007,0.00003
28,79377,390,796007,0.00049
28,79381,1409,796007,0.00177
28,79382,7996,796007,0.01005
28,79401,8743,796007,0.01098
28,79403,15946,796007,0.02003
28,79404,10245,796007,0.01287
28,79407,22579,796007,0.02837
28,79409,6848,796007,0.00860
28,79410,8516,796007,0.01070
28,79411,7118,796007,0.00894
28,79412,15032,796007,0.01888
28,79413,20957,796007,0.02633
28,79414,17752,796007,0.02230
28,79415,17014,796007,0.02137
28,79416,36196,796007,0.04547
28,79423,42290,796007,0.05313
28,79424,54013,796007,0.06785
28,79501,3471,796007,0.00436
28,79502,1023,796007,0.00129
28,79503,194,796007,0.00024
28,79506,691,796007,0.00087
28,79510,38,796007,0.00005
28,79511,47,796007,0.00006
28,79512,7764,796007,0.00975
28,79517,230,796007,0.00029
28,79518,88,796007,0.00011
28,79519,44,796007,0.00006
28,79520,2152,796007,0.00270
28,79521,3626,796007,0.00456
28,79525,2969,796007,0.00373
28,79526,1012,796007,0.00127
28,79527,304,796007,0.00038
28,79528,565,796007,0.00071
28,79529,1267,796007,0.00159
28,79532,819,796007,0.00103
28,79533,436,796007,0.00055
28,79534,211,796007,0.00027
28,79535,109,796007,0.00014
28,79536,4854,796007,0.00610
28,79537,61,796007,0.00008
28,79538,201,796007,0.00025
28,79539,161,796007,0.00020
28,79540,222,796007,0.00028
28,79543,1044,796007,0.00131
28,79544,413,796007,0.00052
28,79545,1790,796007,0.00225
28,79546,1742,796007,0.00219
28,79547,683,796007,0.00086
28,79548,255,796007,0.00032
28,79549,15596,796007,0.01959
28,79553,3152,796007,0.00396
28,79556,12813,796007,0.01610
28,79560,149,796007,0.00019
28,79561,471,796007,0.00059
28,79563,1114,796007,0.00140
28,79565,411,796007,0.00052
28,79566,189,796007,0.00024
28,79567,3006,796007,0.00378
28,79601,12916,796007,0.01623
28,79602,1357,796007,0.00170
28,79603,22752,796007,0.02858
28,79605,3581,796007,0.00450
28,79713,510,796007,0.00064
28,79719,329,796007,0.00041
28,79731,4675,796007,0.00587
28,79738,473,796007,0.00059
28,79742,477,796007,0.00060
28,79752,2219,796007,0.00279
28,79755,1089,796007,0.00137
28,79756,10756,796007,0.01351
28,79777,82,796007,0.00010
29,79734,1792,879174,0.00204
29,79821,6472,879174,0.00736
29,79835,14356,879174,0.01633
29,79836,6127,879174,0.00697
29,79837,423,879174,0.00048
29,79838,7879,879174,0.00896
29,79839,1174,879174,0.00134
29,79843,2636,879174,0.00300
29,79845,3495,879174,0.00398
29,79847,85,879174,0.00010
29,79849,15486,879174,0.01761
29,79851,1362,879174,0.00155
29,79853,3652,879174,0.00415
29,79854,204,879174,0.00023
29,79855,2134,879174,0.00243
29,79901,10027,879174,0.01141
29,79902,20040,879174,0.02279
29,79903,16233,879174,0.01846
29,79904,31932,879174,0.03632
29,79905,22323,879174,0.02539
29,79906,6073,879174,0.00691
29,79907,50852,879174,0.05784
29,79908,2894,879174,0.00329
29,79911,6092,879174,0.00693
29,79912,77974,879174,0.08869
29,79915,35135,879174,0.03996
29,79916,6337,879174,0.00721
29,79918,34,879174,0.00004
29,79922,8120,879174,0.00924
29,79924,58657,879174,0.06672
29,79925,38117,879174,0.04336
29,79927,40584,879174,0.04616
29,79928,78995,879174,0.08985
29,79930,24541,879174,0.02791
29,79932,30168,879174,0.03431
29,79934,29450,879174,0.03350
29,79935,18013,879174,0.02049
29,79936,104731,879174,0.11912
29,79938,94051,879174,0.10698
29,79968,524,879174,0.00060
30,75009,18562,1017987,0.01823
30,75020,23838,1017987,0.02342
30,75021,8343,1017987,0.00820
30,75048,2822,1017987,0.00277
30,75058,3675,1017987,0.00361
30,75069,1382,1017987,0.00136
30,75071,22175,1017987,0.02178
30,75076,8093,1017987,0.00795
30,75078,41108,1017987,0.04038
30,75087,165,1017987,0.00016
30,75090,25078,1017987,0.02463
30,75092,27126,1017987,0.02665
30,75098,42127,1017987,0.04138
30,75166,5189,1017987,0.00510
30,75173,7497,1017987,0.00736
30,75189,4943,1017987,0.00486
30,75407,25329,1017987,0.02488
30,75409,21353,1017987,0.02098
30,75414,3540,1017987,0.00348
30,75424,4211,1017987,0.00414
30,75442,10125,1017987,0.00995
30,75452,164,1017987,0.00016
30,75454,14885,1017987,0.01462
30,75459,5624,1017987,0.00552
30,75479,41,1017987,0.00004
30,75491,5036,1017987,0.00495
30,75495,9140,1017987,0.00898
30,76008,20113,1017987,0.01976
30,76020,14031,1017987,0.01378
30,76023,7333,1017987,0.00720
30,76035,1266,1017987,0.00124
30,76049,439,1017987,0.00043
30,76052,547,1017987,0.00054
30,76066,3582,1017987,0.00352
30,76067,20143,1017987,0.01979
30,76071,3681,1017987,0.00362
30,76073,6592,1017987,0.00648
30,76078,9900,1017987,0.00973
30,76082,21832,1017987,0.02145
30,76085,13191,1017987,0.01296
30,76086,20026,1017987,0.01967
30,76087,33748,1017987,0.03315
30,76088,14027,1017987,0.01378
30,76108,3142,1017987,0.00309
30,76126,999,1017987,0.00098
30,76201,26031,1017987,0.02557
30,76205,10670,1017987,0.01048
30,76207,12212,1017987,0.01200
30,76208,14811,1017987,0.01455
30,76209,25016,1017987,0.02457
30,76210,1171,1017987,0.00115
30,76225,3750,1017987,0.00368
30,76226,12,1017987,0.00001
30,76227,21145,1017987,0.02077
30,76228,975,1017987,0.00096
30,76230,10030,1017987,0.00985
30,76233,3632,1017987,0.00357
30,76234,18379,1017987,0.01805
30,76238,410,1017987,0.00040
30,76239,843,1017987,0.00083
30,76240,28209,1017987,0.02771
30,76245,1867,1017987,0.00183
30,76247,34,1017987,0.00003
30,76250,991,1017987,0.00097
30,76251,999,1017987,0.00098
30,76252,3054,1017987,0.00300
30,76255,5223,1017987,0.00513
30,76258,7375,1017987,0.00724
30,76259,1022,1017987,0.00100
30,76261,229,1017987,0.00022
30,76263,146,1017987,0.00014
30,76264,1627,1017987,0.00160
30,76265,1825,1017987,0.00179
30,76266,16579,1017987,0.01629
30,76270,2011,1017987,0.00198
30,76271,1868,1017987,0.00183
30,76272,5794,1017987,0.00569
30,76273,10005,1017987,0.00983
30,76301,15402,1017987,0.01513
30,76302,10988,1017987,0.01079
30,76305,8692,1017987,0.00854
30,76306,14966,1017987,0.01470
30,76308,20577,1017987,0.02021
30,76309,12793,1017987,0.01257
30,76310,20967,1017987,0.02060
30,76311,6349,1017987,0.00624
30,76351,1604,1017987,0.00158
30,76354,11350,1017987,0.01115
30,76357,602,1017987,0.00059
30,76360,2779,1017987,0.00273
30,76365,5064,1017987,0.00497
30,76366,2640,1017987,0.00259
30,76367,9882,1017987,0.00971
30,76372,959,1017987,0.00094
30,76374,3966,1017987,0.00390
30,76377,753,1017987,0.00074
30,76379,628,1017987,0.00062
30,76389,1015,1017987,0.00100
30,76401,30475,1017987,0.02994
30,76402,978,1017987,0.00096
30,76426,11700,1017987,0.01149
30,76427,783,1017987,0.00077
30,76431,3506,1017987,0.00344
30,76433,3159,1017987,0.00310
30,76436,13,1017987,0.00001
30,76444,10,1017987,0.00001
30,76445,108,1017987,0.00011
30,76446,5849,1017987,0.00575
30,76449,2603,1017987,0.00256
30,76450,12873,1017987,0.01265
30,76453,1184,1017987,0.00116
30,76457,1772,1017987,0.00174
30,76458,5882,1017987,0.00578
30,76459,163,1017987,0.00016
30,76460,258,1017987,0.00025
30,76462,1986,1017987,0.00195
30,76463,247,1017987,0.00024
30,76472,1506,1017987,0.00148
30,76475,815,1017987,0.00080
30,76481,98,1017987,0.00010
30,76484,1147,1017987,0.00113
30,76486,1680,1017987,0.00165
30,76487,3021,1017987,0.00297
30,76490,87,1017987,0.00009
31,79001,213,869269,0.00025
31,79005,1642,869269,0.00189
31,79007,14008,869269,0.01611
31,79009,1068,869269,0.00123
31,79011,350,869269,0.00040
31,79014,3382,869269,0.00389
31,79015,22931,869269,0.02638
31,79016,363,869269,0.00042
31,79018,673,869269,0.00077
31,79019,1731,869269,0.00199
31,79022,10330,869269,0.01188
31,79027,5782,869269,0.00665
31,79029,19323,869269,0.02223
31,79034,849,869269,0.00098
31,79035,4941,869269,0.00568
31,79036,4611,869269,0.00530
31,79039,725,869269,0.00083
31,79040,1644,869269,0.00189
31,79042,1084,869269,0.00125
31,79043,935,869269,0.00108
31,79044,777,869269,0.00089
31,79045,18466,869269,0.02124
31,79046,493,869269,0.00057
31,79052,1118,869269,0.00129
31,79056,75,869269,0.00009
31,79057,854,869269,0.00098
31,79058,116,869269,0.00013
31,79059,827,869269,0.00095
31,79061,280,869269,0.00032
31,79062,168,869269,0.00019
31,79063,594,869269,0.00068
31,79065,20373,869269,0.02344
31,79068,3275,869269,0.00377
31,79070,10015,869269,0.01152
31,79079,2362,869269,0.00272
31,79080,457,869269,0.00053
31,79081,3473,869269,0.00400
31,79083,2458,869269,0.00283
31,79084,2782,869269,0.00320
31,79085,59,869269,0.00007
31,79086,1858,869269,0.00214
31,79087,717,869269,0.00082
31,79088,5121,869269,0.00589
31,79092,1323,869269,0.00152
31,79094,32,869269,0.00004
31,79095,2442,869269,0.00281
31,79096,1998,869269,0.00230
31,79097,1092,869269,0.00126
31,79098,380,869269,0.00044
31,79101,2189,869269,0.00252
31,79102,9395,869269,0.01081
31,79103,10510,869269,0.01209
31,79104,7112,869269,0.00818
31,79106,28240,869269,0.03249
31,79107,31944,869269,0.03675
31,79108,17662,869269,0.02032
31,79109,41470,869269,0.04771
31,79110,19067,869269,0.02193
31,79111,1638,869269,0.00188
31,79118,27026,869269,0.03109
31,79119,21056,869269,0.02422
31,79121,6601,869269,0.00759
31,79124,11592,869269,0.01334
31,79201,57,869269,0.00007
31,79226,2770,869269,0.00319
31,79230,127,869269,0.00015
31,79237,452,869269,0.00052
31,79239,108,869269,0.00012
31,79240,70,869269,0.00008
31,79245,2283,869269,0.00263
31,79251,66,869269,0.00008
31,79255,469,869269,0.00054
31,79257,966,869269,0.00111
31,79259,9,869269,0.00001
31,79261,385,869269,0.00044
31,79323,5817,869269,0.00669
31,79324,55,869269,0.00006
31,79325,3382,869269,0.00389
31,79331,20,869269,0.00002
31,79342,302,869269,0.00035
31,79344,76,869269,0.00009
31,79346,2391,869269,0.00275
31,79347,7175,869269,0.00825
31,79355,1877,869269,0.00216
31,79359,3055,869269,0.00351
31,79360,18241,869269,0.02098
31,79371,76,869269,0.00009
31,79379,156,869269,0.00018
31,79511,1177,869269,0.00135
31,79701,29762,869269,0.03424
31,79703,21127,869269,0.02430
31,79705,44165,869269,0.05081
31,79706,31403,869269,0.03613
31,79707,38035,869269,0.04376
31,79714,18610,869269,0.02141
31,79720,33589,869269,0.03864
31,79739,1072,869269,0.00123
31,79741,452,869269,0.00052
31,79745,6848,869269,0.00788
31,79748,138,869269,0.00016
31,79749,282,869269,0.00032
31,79754,64,869269,0.00007
31,79758,2778,869269,0.00320
31,79761,30622,869269,0.03523
31,79762,38600,869269,0.04441
31,79763,40267,869269,0.04632
31,79764,26270,869269,0.03022
31,79765,21957,869269,0.02526
31,79766,9483,869269,0.01091
31,79782,5033,869269,0.00579
31,79783,135,869269,0.00016
31,79789,943,869269,0.00108
