"year","zip5","denom","cases"
2020,"33811",1,0
2019,"75260",6,0
2019,"77466",429,0
2017,"30809",1,1
2019,"46902",1,0
2022,"75966",1454,5
2016,"71107",1,0
2020,"76870",71,0
2017,"95112",4,0
2022,"77627",3824,6
2020,"92369",1,0
2020,"85749",1,0
2017,"79505",103,0
2016,"77530",15119,13
2020,"75773",7892,12
2022,"76490",19,0
2019,"30747",2,0
2020,"73142",1,0
2016,"46235",1,0
2017,"74760",3,0
2022,"77406",6435,6
2019,"83616",2,0
2018,"19096",1,0
2019,"76107",14184,21
2021,"20112",1,0
2020,"11215",1,0
2021,"79012",242,0
2019,"77389",12131,17
2017,"77874",1,0
2016,"53132",1,0
2018,"78358",1566,0
2017,"77379",28760,43
2020,"98338",2,0
2018,"30145",2,0
2019,"48817",1,0
2020,"76088",5655,12
2018,"76094",129,0
2020,"45875",1,0
2019,"77519",616,0
2018,"76107",14374,21
2018,"75222",420,0
2019,"22152",2,0
2021,"79943",102,0
2018,"79904",17151,34
2018,"78582",23801,7
2021,"79907",34940,34
2018,"77039",15161,7
2021,"78359",1690,0
2017,"77613",846,5
2018,"77356",14262,33
2022,"78101",1471,5
2016,"75672",7973,16
2016,"98126",1,0
2022,"75410",1042,1
2021,"76164",8962,3
2018,"76564",95,0
2020,"66208",1,0
2016,"77452",101,0
2016,"40524",1,0
2018,"78646",516,1
2020,"77864",4149,1
2022,"77067",11783,5
2016,"78553",1548,0
2021,"75201",4886,5
2016,"76842",61,0
2016,"95015",1,0
2017,"75959",594,0
2018,"77838",43,0
2021,"01054",1,0
2018,"76063",26830,57
2018,"08824",1,0
2020,"75638",3566,2
2021,"75439",481,0
2021,"79366",460,0
2021,"75354",211,0
2022,"78254",10770,9
2016,"77284",445,0
2022,"79766",2788,1
2017,"37221",1,0
2017,"78470",3,0
2022,"76474",56,0
2021,"75185",505,4
2018,"92545",3,0
2019,"30813",2,0
2018,"72704",1,0
2017,"75402",7886,25
2022,"77973",8,0
2022,"78027",45,0
2021,"79563",727,2
2020,"79011",87,0
2022,"76652",197,0
2017,"70157",1,0
2018,"78204",7316,5
2020,"77496",283,2
2017,"79324",32,0
2017,"78880",979,1
2020,"79525",1415,4
2017,"76147",224,2
2017,"77259",107,0
2022,"76825",1901,2
2021,"75243",29418,62
2021,"21203",1,0
2019,"78646",462,0
2017,"77600",1,1
2020,"75692",2644,4
2020,"76475",446,0
2022,"78741",9180,4
2018,"75840",3882,4
2016,"77075",16896,16
2019,"75650",4322,7
2016,"76248",14015,48
2016,"75638",3321,2
2021,"94014",1,0
2016,"75159",9786,12
2017,"70460",1,0
2018,"78521",57140,28
2022,"76203",28,0
2018,"88061",1,1
2017,"76111",12093,10
2021,"76890",555,2
2020,"76873",38,0
2022,"79852",89,0
2020,"76652",496,1
2018,"76853",926,4
2017,"78881",1462,0
2020,"78231",3789,9
2017,"75779",176,1
2021,"60126",1,0
2019,"72364",1,0
2020,"78596",23438,27
2018,"48075",1,0
2021,"73179",2,0
2018,"77259",111,0
2018,"20164",1,0
2019,"98006",3,0
2022,"78762",77,0
2018,"79011",85,0
2017,"75202",673,0
2016,"75252",9772,20
2022,"78579",1583,0
2017,"73937",1,0
2022,"78393",532,0
2021,"81047",1,0
2016,"33558",1,0
2021,"71109",1,0
2016,"85383",3,0
2018,"86314",3,0
2020,"76504",13232,35
2019,"72116",1,0
2017,"75860",3408,5
2021,"71836",8,0
2016,"73948",1,0
2019,"75669",304,0
2022,"75751",5045,5
2020,"75929",1152,3
2022,"75020",6101,7
2019,"77327",16103,8
2018,"85706",1,0
2019,"78669",5061,6
2017,"79909",1,0
2020,"78112",5925,5
2020,"79550",271,1
2019,"77342",922,3
2016,"77841",46,0
2022,"75417",632,0
2017,"46204",1,0
2017,"91977",1,0
2016,"78961",8,0
2022,"75763",1347,1
2020,"76648",1601,5
2019,"90623",1,0
2022,"79901",6404,3
2022,"75137",4568,3
2020,"75214",12081,24
2019,"94542",1,0
2017,"76955",48,0
2017,"78607",151,1
2022,"78629",3810,1
2016,"78557",8140,3
2022,"75941",2316,1
2022,"77963",1219,1
2017,"77452",98,0
2020,"30253",1,0
2022,"78714",261,1
2016,"75063",12363,17
2019,"77335",1420,3
2019,"75424",2020,2
2022,"75948",1343,1
2020,"76311",207,4
2016,"78774",1,0
2016,"78279",131,2
2018,"00606",1,0
2018,"79785",44,0
2017,"00693",1,0
2020,"79120",558,2
2016,"76179",22089,35
2018,"78674",250,0
2019,"78402",249,0
2021,"71826",4,0
2016,"76681",249,3
2016,"47304",1,0
2021,"77231",330,0
2022,"76854",39,0
2018,"45208",1,0
2022,"75660",44,0
2020,"53154",1,0
2016,"77339",15510,42
2018,"77531",7082,10
2018,"03446",1,0
2019,"79854",59,0
2021,"77498",20187,17
2019,"90003",1,0
2019,"77624",478,0
2017,"75078",6824,21
2017,"98075",2,0
2020,"91402",1,0
2018,"22556",2,0
2022,"77572",72,0
2021,"79530",257,3
2020,"88033",1,0
2019,"75943",567,2
2020,"77376",188,0
2021,"88310",2,0
2020,"77086",13478,5
2019,"39631",2,0
2019,"78251",23668,43
2022,"78621",8294,4
2018,"76665",1485,5
2021,"33563",1,0
2021,"77581",18097,36
2018,"85544",1,0
2016,"79040",688,1
2020,"46234",1,0
2019,"35223",1,0
2022,"78630",120,0
2021,"77287",187,0
2018,"67204",2,0
2017,"48317",1,0
2018,"78381",1545,1
2020,"85635",3,0
2019,"75490",1240,4
2020,"39440",1,0
2016,"80521",1,0
2020,"79945",33,0
2022,"76485",24,0
2017,"78419",2,0
2017,"79948",76,0
2018,"77640",9663,7
2018,"62002",2,0
2017,"39437",1,0
2017,"47304",1,0
2020,"76622",484,1
2016,"76140",17290,33
2020,"76250",291,0
2021,"77831",2151,9
2021,"82520",1,0
2019,"75704",5380,7
2020,"77580",610,0
2021,"39667",1,0
2019,"39401",2,0
2019,"76433",797,0
2017,"75094",7062,16
2021,"78503",12788,9
2020,"95240",1,0
2016,"76185",257,0
2020,"76448",3158,12
2018,"85042",2,0
2018,"73099",2,0
2018,"78576",8241,4
2019,"80109",1,0
2019,"63334",2,0
2020,"77090",19940,25
2016,"77406",15130,29
2021,"92868",2,0
2017,"78270",354,1
2017,"77067",16149,15
2017,"77533",782,0
2020,"78959",1305,1
2016,"77650",1166,1
2020,"76100",18,0
2020,"61774",1,0
2016,"79331",6442,5
2020,"77631",384,5
2022,"76247",2660,2
2020,"80136",1,0
2020,"85251",1,0
2018,"73938",1,0
2021,"62684",1,0
2020,"39069",1,0
2020,"34112",1,0
2017,"77034",17079,14
2017,"78596",24897,19
2020,"77665",3375,4
2020,"91380",2,0
2017,"78062",5,0
2022,"75441",20,0
2020,"75468",430,0
2020,"78582",23862,5
2021,"77803",15941,11
2020,"75711",801,2
2022,"77385",4198,3
2022,"78582",18030,1
2019,"79914",184,1
2017,"71832",28,0
2017,"78467",845,0
2021,"33351",1,0
2019,"84604",1,0
2016,"75504",279,1
2017,"77029",10076,10
2020,"77256",58,0
2022,"77382",1226,2
2020,"77413",120,0
2019,"77660",1035,0
2018,"75633",7488,19
2018,"75220",17052,8
2019,"88201",1,0
2020,"90623",1,0
2019,"75480",1024,3
2017,"56716",1,0
2022,"79336",4745,5
2016,"77079",12126,20
2018,"13695",1,0
2019,"73446",1,0
2017,"76270",1075,7
2017,"79345",415,0
2016,"34433",1,0
2020,"38067",1,0
2018,"76832",327,3
2017,"39069",1,0
2019,"85718",1,0
2018,"76476",1393,0
2018,"78294",15,0
2017,"76681",274,3
2020,"67460",1,0
2017,"77089",22224,32
2018,"77020",15640,7
2018,"75217",50615,36
2017,"78244",15725,24
2019,"76002",12179,10
2018,"77302",9003,18
2020,"77289",114,0
2016,"60617",1,0
2018,"33823",1,0
2017,"20866",1,0
2017,"76884",98,0
2016,"94603",1,0
2021,"76578",955,2
2019,"93701",1,0
2020,"78961",9,0
2017,"78948",415,0
2019,"76728",1,0
2017,"77530",15784,11
2019,"75221",113,0
2021,"28270",1,0
2016,"75709",2459,9
2016,"73521",3,0
2018,"96745",1,0
2022,"78203",2552,0
2022,"75458",19,0
2021,"37874",1,0
2021,"79159",544,0
2020,"78133",11734,21
2020,"76078",4117,16
2021,"78714",607,3
2022,"79005",308,1
2020,"77287",196,0
2019,"78163",5224,11
2016,"56340",1,0
2021,"79948",55,0
2017,"06484",1,0
2021,"75668",1366,5
2016,"79252",1676,4
2019,"79452",410,0
2021,"75044",20551,44
2016,"75243",30869,75
2021,"66061",1,0
2016,"78800",1,0
2021,"77070",22007,39
2021,"75948",4411,6
2018,"78745",24258,37
2019,"79031",702,3
2022,"77288",83,0
2017,"79019",915,4
2018,"79530",233,3
2018,"12047",1,0
2017,"75089",11777,32
2021,"75662",12832,32
2020,"76621",363,2
2020,"30559",1,0
2016,"38671",1,0
2019,"77853",542,1
2017,"33771",1,0
2019,"76365",2463,20
2017,"64148",1,0
2018,"75754",3135,6
2020,"95818",1,0
2017,"75046",386,0
2017,"76467",20,0
2018,"78759",16493,43
2017,"79344",8,0
2021,"54703",3,0
2021,"77875",23,0
2017,"73939",3,0
2018,"74114",2,0
2021,"80122",1,0
2018,"91744",1,0
2016,"78406",744,0
2021,"29661",1,0
2020,"34223",1,0
2017,"76181",50,0
2019,"95136",2,0
2017,"58103",2,0
2016,"77050",2952,1
2019,"75754",3176,7
2017,"77583",11806,17
2017,"78714",940,6
2021,"79502",669,0
2017,"75432",2167,8
2018,"76702",832,2
2019,"77339",16211,29
2020,"78013",3111,3
2020,"46540",1,0
2017,"70065",3,0
2021,"77245",533,1
2017,"75467",1,0
2017,"76104",13973,18
2020,"75453",1980,3
2019,"66285",1,0
2017,"85283",1,0
2022,"76486",182,0
2021,"77484",6504,9
2016,"79843",1369,2
2020,"80923",1,0
2021,"76053",15959,28
2022,"75835",3705,7
2019,"78105",1,0
2022,"78009",1580,2
2018,"77428",29,0
2016,"79853",2308,1
2020,"78572",39649,25
2020,"42002",1,0
2021,"60004",1,0
2018,"89128",1,0
2018,"72472",1,0
2018,"78212",15334,28
2022,"79924",19607,16
2018,"71860",14,0
2019,"77584",27668,52
2018,"78604",35,0
2020,"78614",208,0
2020,"78152",1376,2
2021,"77302",9836,17
2018,"77358",2666,3
2019,"70811",1,0
2021,"77001",161,0
2022,"79078",57,0
2021,"30277",1,0
2017,"75488",850,1
2017,"75954",1903,1
2017,"77632",9455,11
2017,"76941",585,4
2018,"95624",1,0
2020,"32618",1,0
2020,"76861",825,2
2020,"40621",1,0
2022,"79377",97,0
2018,"77279",113,0
2020,"79788",174,0
2019,"70560",2,0
2019,"76265",1158,2
2020,"75155",1645,5
2019,"78203",4491,2
2016,"76955",41,0
2020,"70157",1,0
2021,"77489",19806,30
2019,"76573",24,0
2020,"76239",453,3
2016,"79111",408,3
2021,"77516",911,0
2019,"70806",1,0
2016,"08648",1,0
2022,"77806",282,0
2018,"29928",1,0
2022,"76255",1242,4
2021,"89117",1,0
2020,"72626",1,0
2021,"95630",1,0
2021,"91320",1,0
2016,"79336",7940,10
2021,"33436",2,0
2020,"76053",15252,24
2018,"78467",807,0
2021,"78768",132,0
2021,"39574",1,0
2020,"76837",962,4
2019,"77976",140,0
2021,"98403",1,0
2019,"77862",34,0
2018,"79054",262,0
2017,"88252",1,0
2020,"79404",6105,10
2021,"75007",22386,43
2018,"76022",7012,12
2020,"76657",4974,10
2019,"78368",6972,5
2018,"75053",559,1
2018,"79493",518,2
2017,"83338",1,0
2016,"78401",2901,1
2016,"76655",3143,8
2019,"78293",14,0
2016,"79401",1422,4
2021,"77519",629,0
2021,"30815",4,0
2019,"46538",1,0
2018,"79092",523,0
2016,"89074",1,0
2017,"77650",1213,2
2018,"75083",524,1
2021,"76908",6,0
2020,"75491",2712,11
2017,"75061",25772,32
2020,"91304",1,0
2020,"73072",2,0
2018,"72076",1,0
2017,"77348",1,0
2020,"77903",1049,0
2018,"85614",1,0
2019,"77057",14910,19
2018,"79901",10236,1
2018,"77035",18776,26
2022,"76448",1382,3
2020,"78609",1414,5
2017,"79403",11949,24
2017,"66086",1,0
2018,"32796",1,0
2017,"76463",201,0
2016,"77413",101,0
2018,"78568",362,0
2021,"92316",1,0
2017,"79742",282,1
2017,"39401",2,0
2019,"77348",1,0
2020,"79499",113,0
2021,"76633",2484,7
2019,"45236",1,0
2019,"78246",169,1
2020,"76373",82,0
2018,"79359",1471,5
2016,"75216",39019,62
2019,"79781",137,0
2016,"77560",640,0
2019,"78589",25336,5
2021,"91768",1,0
2020,"77421",1,0
2020,"76031",10536,18
2019,"77583",12918,10
2021,"79602",10790,21
2021,"78828",153,1
2018,"72450",1,0
2016,"79533",205,0
2022,"76905",2564,4
2016,"89103",2,0
2021,"01108",1,0
2016,"76026",2,0
2018,"75680",3,0
2016,"60067",1,0
2019,"77468",92,0
2021,"75851",1224,4
2016,"77562",5567,11
2020,"78839",6103,2
2021,"32802",1,0
2019,"92110",1,0
2021,"37073",1,0
2018,"39404",1,0
2016,"80122",1,0
2020,"78017",2606,0
2021,"79330",52,0
2017,"74735",2,0
2018,"78284",6,0
2022,"78261",2089,0
2018,"75703",17721,48
2020,"60020",1,0
2019,"78757",7798,14
2021,"75966",2890,6
2022,"75972",1976,5
2018,"98122",1,0
2020,"90026",2,0
2018,"80247",1,0
2019,"76235",1,0
2021,"71839",1,0
2019,"94303",2,0
2019,"78705",1660,4
2020,"77441",6321,10
2018,"97038",1,0
2017,"75688",191,0
2019,"77950",102,0
2019,"70070",1,0
2020,"10002",1,0
2016,"77575",7373,14
2017,"75056",20386,38
2021,"11735",1,0
2021,"75221",163,0
2017,"78726",5155,11
2022,"76667",3646,3
2018,"59802",2,0
2018,"77015",27020,23
2016,"75169",7939,20
2019,"77336",6366,10
2019,"59105",1,0
2020,"53227",1,0
2016,"78116",128,0
2021,"79350",391,0
2022,"76058",5286,5
2021,"75652",6892,9
2020,"76485",82,0
2018,"75780",346,0
2017,"77023",12821,8
2018,"98075",1,0
2016,"33770",2,0
2020,"32536",1,0
2018,"75262",1,0
2017,"75615",9,0
2019,"71730",1,0
2021,"79789",367,0
2017,"75773",7722,14
2020,"77510",6251,11
2016,"93612",1,0
2021,"77624",483,0
2021,"90037",1,0
2019,"90274",1,0
2016,"78701",4240,4
2021,"77873",748,3
2020,"83616",1,0
2020,"75215",12450,22
2017,"76503",628,0
2021,"76249",4104,9
2022,"79036",739,2
2017,"77651",5621,10
2018,"32725",1,0
2019,"78377",2169,4
2022,"76957",25,0
2017,"46614",1,0
2018,"76136",293,0
2018,"78463",425,0
2022,"75976",447,0
2022,"78468",93,0
2019,"75075",16248,47
2020,"75964",10269,15
2020,"53110",1,0
2020,"76442",4441,10
2016,"76226",8257,19
2021,"78237",28983,17
2017,"75209",6157,11
2018,"95826",1,0
2016,"78361",3347,0
2018,"39157",1,0
2018,"70128",1,0
2016,"91406",1,0
2020,"78249",18215,31
2019,"70816",1,0
2017,"80127",1,0
2018,"76461",33,0
2019,"76082",10450,22
2017,"79537",45,0
2017,"77643",76,0
2022,"77568",5990,7
2020,"77272",513,0
2022,"75799",1,0
2019,"75959",610,0
2016,"71923",1,0
2018,"74759",3,0
2021,"88135",1,0
2021,"79380",48,0
2018,"64153",1,0
2020,"75138",593,1
2018,"79003",58,0
2022,"79018",77,0
2020,"75831",2751,10
2018,"79539",82,0
2022,"78065",4508,3
2021,"33558",3,0
2019,"79735",6130,6
2020,"78607",141,1
2020,"37918",1,0
2017,"78000",2,0
2017,"94591",1,0
2021,"73501",3,0
2022,"75902",129,0
2022,"79708",145,0
2017,"92234",1,0
2017,"75223",7781,9
2022,"75260",8,0
2021,"79765",6826,9
2019,"79714",7626,20
2021,"29655",1,0
2018,"77284",409,0
2019,"75840",3949,6
2020,"77807",4660,5
2016,"78626",12918,26
2021,"77326",203,0
2021,"90046",1,0
2016,"23452",1,0
2020,"75652",6738,10
2017,"97219",1,0
2019,"77866",141,0
2019,"75357",371,1
2016,"29485",1,0
2016,"22193",2,0
2019,"10583",1,0
2020,"76901",14221,26
2020,"78549",708,1
2019,"75833",2004,3
2016,"79010",351,1
2021,"73932",4,0
2018,"79839",1189,0
2020,"75243",28822,53
2020,"75660",272,1
2020,"92082",1,0
2019,"76714",232,1
2020,"78074",102,0
2018,"78056",821,2
2018,"29576",1,0
2019,"77386",19483,25
2018,"78009",4001,12
2021,"78961",8,0
2017,"75554",991,0
2020,"66202",1,0
2020,"79697",4,0
2018,"73036",2,0
2021,"79735",6340,6
2018,"77436",102,0
2020,"78933",770,0
2020,"76205",6913,12
2017,"24127",1,0
2018,"77479",26097,26
2017,"36693",1,0
2016,"91911",1,0
2017,"75700",2,0
2020,"76012",14095,33
2018,"78652",2498,4
2022,"75607",483,1
2019,"79042",405,2
2017,"75475",118,0
2018,"72458",2,0
2018,"42701",1,0
2018,"78419",1,0
2021,"92658",1,0
2019,"30506",2,0
2018,"78469",804,0
2022,"77905",2777,4
2018,"34105",1,0
2016,"72903",1,0
2017,"94901",1,0
2016,"78052",4293,11
2021,"95776",1,0
2019,"77096",13833,12
2016,"77057",14877,17
2022,"78217",8443,6
2018,"77010",83,0
2018,"77577",747,2
2016,"78583",3673,3
2020,"71119",1,0
2018,"70434",1,0
2018,"75489",454,0
2020,"73036",1,0
2017,"95032",1,0
2018,"78605",3084,2
2018,"73160",3,0
2022,"77373",17707,8
2019,"89106",3,0
2016,"27534",1,0
2022,"75496",725,1
2019,"61073",1,0
2018,"36610",1,0
2017,"77627",10225,19
2021,"38067",1,0
2017,"77093",27474,16
2018,"87106",1,0
2016,"27045",2,0
2021,"76002",13210,10
2021,"75098",24218,50
2018,"61614",1,0
2020,"75782",102,0
2020,"39631",2,0
2019,"86432",1,0
2020,"73086",2,0
2018,"77074",18704,20
2018,"78124",3101,4
2016,"77357",13091,8
2020,"79106",13552,26
2018,"76127",23,0
2016,"79781",143,0
2020,"78122",238,3
2022,"79093",13,0
2019,"44904",1,0
2018,"79765",5127,6
2019,"76623",123,0
2017,"46224",3,0
2016,"77301",15489,19
2022,"78255",966,2
2022,"75928",472,0
2018,"79041",1674,2
2019,"78850",510,0
2016,"75277",2,0
2020,"78466",513,1
2018,"32669",1,0
2016,"74734",4,0
2019,"78072",242,0
2019,"75501",20329,40
2018,"76207",7957,17
2021,"20008",1,0
2021,"67002",1,0
2016,"79245",1482,5
2021,"78006",19380,41
2019,"77257",296,1
2016,"78733",3216,4
2022,"78072",80,0
2020,"78570",21442,5
2019,"74756",1,0
2017,"76474",160,1
2019,"91791",1,0
2018,"77902",755,2
2020,"73749",1,0
2016,"97496",1,0
2017,"78339",531,0
2016,"98942",1,0
2020,"54949",1,0
2017,"91803",1,0
2016,"34212",3,0
2017,"77073",20350,19
2018,"92866",1,0
2017,"75220",18024,12
2021,"53122",3,0
2020,"75467",1,0
2021,"77539",20388,19
2021,"77382",10515,17
2021,"79537",34,0
2017,"75901",15363,27
2021,"72832",1,0
2019,"79954",30,0
2021,"20745",1,0
2017,"78412",19061,22
2018,"85254",2,0
2021,"73034",1,0
2017,"43235",3,0
2017,"33616",1,0
2019,"60475",1,0
2017,"75446",1901,2
2016,"76874",40,0
2016,"75847",821,3
2018,"72015",2,0
2022,"75210",4165,2
2017,"91020",1,0
2019,"74759",3,0
2016,"06851",3,0
2019,"71282",1,0
2020,"75459",2324,5
2016,"76109",8816,20
2020,"78659",1936,1
2021,"96707",1,0
2016,"78829",745,1
2020,"76671",1331,1
2018,"89119",2,0
2020,"78046",40477,17
2020,"79366",434,0
2017,"78064",9259,9
2020,"77268",456,0
2021,"76866",316,0
2020,"91915",2,0
2021,"79244",547,1
2019,"77419",678,2
2020,"78006",17609,39
2017,"04250",1,0
2018,"79520",1273,2
2019,"92354",2,0
2017,"84106",1,0
2016,"76161",398,1
2022,"78239",8338,6
2016,"34135",1,0
2020,"78709",308,0
2021,"78219",11292,23
2017,"75161",3670,6
2022,"77872",505,2
2020,"76524",1361,1
2017,"76666",110,0
2019,"78951",30,0
2022,"76844",730,1
2018,"77347",706,3
2021,"75485",110,0
2016,"75666",216,0
2019,"97013",1,0
2018,"80831",2,0
2016,"78225",9481,4
2020,"75180",13865,12
2019,"78560",2913,4
2020,"75483",1035,7
2016,"77568",9097,14
2022,"79754",5,0
2018,"77292",361,0
2018,"77581",17068,30
2022,"77273",101,0
2020,"76526",47,0
2022,"78861",3026,1
2017,"75712",767,0
2022,"75027",29,0
2020,"72015",2,0
2020,"77562",5853,5
2019,"28204",1,0
2018,"49036",2,0
2020,"76048",15581,52
2020,"73644",1,0
2018,"78208",3009,3
2019,"46235",2,0
2018,"77273",171,0
2017,"45895",1,0
2020,"24401",1,0
2016,"79071",1,0
2019,"01057",2,0
2022,"77850",3,0
2019,"76067",10887,21
2022,"76455",154,0
2020,"79408",1000,1
2017,"79925",19713,28
2017,"77498",19194,22
2017,"78221",25885,17
2017,"75852",1155,0
2017,"55124",1,0
2022,"75978",17,0
2020,"75082",8715,17
2022,"78940",140,0
2021,"78643",4102,6
2021,"77067",15778,10
2020,"75070",20922,42
2016,"78523",1215,1
2016,"77000",2,0
2022,"76250",39,0
2017,"79550",282,0
2020,"75104",22342,41
2021,"78023",11432,28
2019,"78209",17131,19
2019,"89081",1,0
2020,"85140",1,0
2020,"78670",123,0
2017,"28605",3,0
2016,"76579",2039,8
2018,"75962",7,0
2016,"48073",1,0
2017,"77353",402,1
2021,"79051",5,0
2019,"79780",115,1
2019,"76465",132,0
2018,"48009",1,0
2021,"76870",78,0
2016,"79085",22,1
2020,"75101",289,0
2017,"95928",1,0
2016,"77433",24546,31
2020,"78211",22907,20
2022,"75693",1304,1
2020,"75955",1,0
2021,"77807",5236,5
2019,"75487",907,3
2019,"78269",352,0
2019,"70068",2,0
2016,"78419",5,0
2019,"75069",18749,52
2016,"78738",7830,16
2021,"75009",7220,12
2021,"71832",27,2
2020,"78004",254,0
2019,"11386",1,0
2018,"79008",358,0
2018,"75315",562,4
2017,"79353",9,0
2016,"77221",446,1
2022,"79239",16,0
2022,"75886",2,0
2022,"79240",15,0
2019,"76210",15034,34
2018,"79031",703,2
2016,"75043",29947,67
2022,"76035",731,0
2021,"46224",1,0
2016,"78045",21135,10
2019,"77044",19356,19
2021,"75701",17109,43
2018,"73044",1,0
2021,"32216",2,0
2020,"78360",10,0
2021,"94804",1,0
2016,"79082",125,0
2020,"77511",24386,35
2016,"78650",751,0
2022,"77863",68,0
2022,"77016",12520,6
2019,"78954",543,1
2016,"77583",10441,12
2017,"30528",1,0
2021,"85737",1,0
2020,"77303",9576,10
2016,"75492",271,1
2020,"80220",1,0
2021,"85206",1,0
2022,"75865",18,0
2018,"79752",1278,3
2018,"76728",1,0
2021,"75167",4721,8
2020,"93230",1,0
2021,"78606",3678,8
2020,"44070",1,0
2017,"78019",573,2
2019,"77854",2,0
2019,"64063",1,0
2016,"55806",2,0
2018,"29841",1,0
2021,"33076",1,0
2021,"77517",2753,5
2016,"45056",1,0
2016,"75865",61,0
2016,"75355",150,0
2018,"77852",71,3
2021,"77240",122,0
2017,"79336",9477,12
2020,"77707",8436,16
2021,"75886",7,0
2021,"76505",2,0
2018,"92082",1,0
2020,"67147",1,0
2022,"76693",506,0
2019,"70529",1,0
2018,"77407",18425,8
2021,"88027",1,0
2020,"39327",1,0
2016,"74079",1,0
2018,"32055",1,0
2021,"79025",52,0
2021,"97080",1,0
2018,"77450",23115,28
2016,"79922",3118,13
2022,"78376",95,0
2022,"78260",2482,2
2019,"33436",1,0
2016,"78041",22840,17
2018,"70339",1,0
2018,"71845",13,0
2020,"32330",1,0
2019,"77542",363,0
2016,"79913",557,0
2018,"79741",156,0
2020,"44236",2,0
2020,"76631",296,2
2018,"77416",1,0
2021,"76564",71,0
2018,"74132",1,0
2017,"76432",712,2
2022,"77327",17093,2
2018,"78150",3,0
2016,"76112",25748,58
2019,"76548",11688,28
2018,"78224",14330,12
2019,"33460",2,0
2018,"71135",2,0
2017,"75647",7828,26
2017,"75762",6081,9
2018,"72601",2,0
2019,"76574",10169,18
2018,"75237",11874,13
2022,"75075",3739,8
2018,"71853",3,0
2021,"72554",1,0
2021,"99362",1,0
2020,"75237",11024,22
2021,"75604",15942,38
2018,"36274",1,0
2021,"75068",22504,29
2018,"78565",624,2
2021,"76248",13913,44
2018,"01960",1,0
2020,"96720",1,0
2019,"75165",21502,68
2021,"23602",1,0
2021,"77420",1286,1
2017,"13207",1,0
2020,"78342",264,0
2022,"79853",1485,0
2018,"78838",238,1
2022,"76377",189,0
2016,"76803",144,0
2018,"85250",1,0
2017,"78665",17825,37
2021,"21402",1,0
2018,"84604",2,0
2021,"53214",1,0
2018,"77249",323,0
2017,"78700",1,0
2017,"79511",717,1
2019,"75036",6635,17
2019,"78665",18244,41
2020,"76066",1651,4
2017,"76538",357,4
2018,"76904",13205,37
2018,"48045",1,0
2018,"98260",1,0
2017,"77568",9548,14
2019,"95404",2,0
2016,"78228",41010,30
2018,"28334",1,0
2019,"89015",1,0
2016,"92037",1,0
2019,"96826",1,0
2019,"76662",1,0
2018,"30518",1,0
2017,"77484",6142,13
2020,"54956",1,0
2018,"75708",4377,6
2020,"10025",1,0
2020,"71105",1,0
2018,"16505",1,0
2017,"76066",1525,2
2016,"71865",1,0
2020,"79092",472,0
2021,"92260",1,0
2020,"33823",1,0
2016,"77318",7560,15
2017,"78208",3182,6
2021,"33417",1,0
2021,"95818",1,0
2019,"76673",553,0
2020,"78347",25,0
2022,"75163",584,1
2018,"76690",622,0
2018,"72901",1,0
2017,"79789",380,0
2017,"72946",1,0
2019,"91977",2,0
2019,"78333",719,0
2018,"77802",9611,20
2018,"77411",449,0
2017,"79922",3319,10
2017,"65616",1,0
2019,"79701",14385,22
2018,"79730",135,0
2021,"62301",1,0
2019,"76524",1395,1
2019,"33146",2,0
2018,"64055",1,0
2016,"77982",542,0
2019,"77545",10507,16
2021,"92111",1,0
2016,"77006",5243,6
2022,"79902",4628,7
2019,"87544",1,0
2018,"75976",709,0
2022,"76033",6310,9
2021,"45840",1,0
2018,"77475",447,0
2021,"79022",4092,6
2020,"75025",16288,34
2018,"76401",11695,13
2016,"77612",3910,5
2016,"77475",426,0
2019,"98052",1,0
2018,"75449",594,3
2017,"78203",4738,1
2019,"88130",2,0
2021,"10514",1,0
2020,"77229",117,1
2021,"77266",230,1
2021,"79730",117,0
2018,"02905",1,0
2017,"78296",35,0
2021,"79528",283,1
2020,"79845",3289,3
2021,"78708",274,0
2016,"85027",2,0
2016,"78576",8311,4
2020,"32904",1,0
2018,"78227",31624,36
2021,"76849",2384,6
2018,"39345",1,0
2016,"75163",1475,6
2018,"76553",1,0
2019,"76825",4250,6
2019,"79536",2600,7
2018,"75456",918,3
2016,"76567",5280,7
2022,"78013",1020,0
2019,"75388",1,0
2018,"77280",214,2
2022,"75980",650,1
2021,"76017",21639,61
2021,"77478",11154,17
2019,"79018",124,2
2019,"78630",527,0
2022,"77098",671,0
2019,"76005",539,0
2018,"78704",16357,31
2018,"88012",1,0
2017,"75240",11873,15
2018,"76134",15586,27
2018,"88242",1,0
2018,"75388",1,0
2016,"78744",22799,17
2016,"77837",924,0
2021,"85248",1,0
2016,"78724",13952,10
2021,"75020",14140,32
2020,"20017",1,0
2019,"76443",1244,4
2016,"75433",1442,8
2022,"78852",20830,6
2018,"30677",1,0
2017,"88240",2,0
2017,"77469",23405,37
2019,"74734",4,0
2016,"79561",249,3
2018,"70360",1,0
2016,"75560",558,1
2020,"73069",1,0
2016,"75763",3245,6
2017,"75284",1,0
2019,"98383",1,0
2017,"77501",373,0
2017,"93065",1,0
2020,"94402",1,0
2021,"79783",60,0
2018,"79062",85,0
2022,"75454",1566,0
2021,"36532",1,0
2017,"78852",31289,10
2017,"95134",2,0
2020,"77006",5295,8
