"year","zip5","denom","cases"
2019,"79036",2138,9
2021,"72916",1,0
2022,"75615",3,0
2021,"39525",1,0
2020,"79015",6489,22
2016,"74641",1,0
2017,"96701",1,0
2017,"78728",10416,20
2020,"84720",1,0
2021,"52722",1,0
2018,"42003",1,0
2018,"75448",340,0
2017,"80928",1,0
2018,"77417",1130,2
2018,"75653",486,0
2017,"78408",9302,5
2017,"75765",4749,13
2018,"78066",217,2
2018,"93313",1,0
2020,"79904",16472,26
2020,"78250",24852,44
2019,"70125",2,0
2019,"67530",1,0
2017,"79941",18,0
2016,"78006",15504,40
2017,"97496",1,0
2017,"72211",1,0
2019,"79109",17900,65
2021,"75002",23964,62
2019,"76010",27040,15
2021,"44310",1,0
2021,"77987",74,1
2016,"77881",127,0
2018,"78203",4628,4
2021,"79527",166,2
2021,"93307",4,0
2022,"77702",897,2
2021,"79854",59,0
2020,"76845",78,0
2017,"77562",5830,12
2022,"75758",2196,3
2018,"98584",1,0
2018,"72631",1,0
2018,"75501",20113,38
2016,"78357",2187,3
2016,"78263",2222,4
2018,"77433",28277,52
2016,"77051",11544,18
2020,"18337",1,0
2016,"73112",1,0
2016,"92554",1,0
2019,"78742",397,0
2021,"77096",14151,17
2019,"79923",225,0
2020,"77993",52,0
2019,"75700",2,0
2016,"88240",1,0
2020,"79903",10481,8
2018,"77534",1225,3
2016,"78954",511,0
2022,"79506",69,0
2017,"30092",1,0
2016,"78600",1,0
2019,"75702",16079,31
2016,"76632",967,1
2021,"65052",1,0
2018,"77639",205,0
2018,"77274",275,0
2016,"32693",1,0
2017,"75902",792,4
2019,"78252",5809,5
2018,"77339",16103,34
2019,"78298",46,0
2017,"75053",590,1
2016,"75120",318,1
2021,"98203",1,0
2020,"78248",5262,12
2021,"77580",577,1
2017,"75189",11076,26
2018,"98074",1,0
2020,"77967",8,0
2021,"76854",196,0
2019,"94531",1,0
2020,"78838",243,1
2017,"71835",3,0
2020,"74055",3,0
2017,"88021",10,0
2019,"97756",2,0
2020,"78756",2217,5
2019,"75661",1530,8
2019,"77349",4,0
2020,"77988",323,0
2020,"76305",2375,30
2019,"75475",133,0
2019,"76038",2,0
2021,"75448",339,0
2022,"79094",5,0
2022,"78151",495,0
2019,"75785",5082,9
2019,"55027",2,0
2021,"30228",1,0
2016,"78948",395,0
2016,"74344",1,0
2018,"78247",20238,56
2020,"78761",472,0
2021,"85139",1,0
2021,"97624",1,0
2017,"72472",1,0
2021,"78642",8864,15
2020,"55331",1,0
2016,"77375",18972,35
2021,"78108",15064,22
2019,"54914",1,0
2018,"39096",1,0
2017,"77047",13902,13
2017,"75123",619,1
2017,"85383",2,0
2020,"48088",2,0
2019,"75941",4254,7
2017,"71107",1,0
2022,"78535",493,1
2016,"76084",3792,4
2022,"79713",90,0
2021,"23832",1,0
2018,"79503",60,0
2021,"77279",123,0
2021,"76119",33968,56
2022,"79778",154,0
2020,"79505",106,0
2018,"77533",749,1
2022,"78220",9632,6
2020,"75884",4,0
2018,"31825",1,0
2018,"22182",1,0
2021,"75483",1060,10
2018,"33760",1,0
2017,"79601",9514,32
2021,"96067",1,0
2018,"79225",436,1
2020,"30228",1,0
2017,"78297",49,0
2016,"75884",2,0
2021,"78051",1,0
2016,"82322",1,0
2020,"59105",1,0
2019,"30068",2,0
2022,"79230",46,0
2019,"76640",1711,3
2019,"30034",1,0
2020,"77372",6588,4
2021,"76363",126,4
2017,"73446",1,0
2018,"67206",1,0
2016,"75682",276,0
2018,"78650",846,2
2020,"76559",2616,2
2021,"70661",1,0
2021,"29730",1,0
2022,"79258",4,0
2016,"76227",11649,25
2021,"78548",1510,1
2017,"98942",1,0
2018,"75784",392,4
2020,"77400",1,0
2021,"75757",6590,11
2021,"00676",1,0
2020,"11221",1,0
2018,"91001",2,0
2020,"75851",1167,3
2019,"76852",104,0
2020,"94928",2,0
2017,"30269",3,0
2016,"78017",2489,1
2016,"79999",6,0
2016,"77046",336,3
2016,"75861",804,1
2018,"76261",125,0
2020,"79248",829,3
2017,"76202",826,1
2016,"76483",534,2
2018,"75380",250,3
2021,"30043",1,0
2019,"75558",797,0
2017,"75152",2494,3
2018,"75224",20256,18
2017,"75156",9062,27
2021,"97330",2,0
2020,"85714",1,0
2019,"94920",1,0
2018,"94030",1,0
2017,"35115",1,0
2022,"76352",3,0
2021,"77504",11993,12
2016,"77228",448,0
2018,"30034",2,0
2019,"61820",1,0
2019,"79538",148,0
2016,"62521",1,0
2018,"28518",1,0
2019,"06033",1,0
2017,"79912",29652,57
2022,"75949",2159,1
2021,"60047",1,0
2019,"25312",1,0
2021,"75770",1703,4
2019,"76634",4094,13
2016,"78579",2849,0
2019,"87502",1,0
2017,"78476",2,0
2020,"79940",11,0
2020,"79070",3543,4
2021,"78568",294,0
2016,"77010",63,0
2016,"79052",557,2
2016,"71860",17,0
2016,"76252",1088,4
2016,"15834",1,0
2020,"65714",1,0
2022,"76132",4790,4
2016,"21791",1,0
2018,"77664",1555,3
2018,"78801",11594,8
2018,"45402",1,0
2022,"78293",3,0
2017,"77522",1234,3
2021,"79257",581,1
2020,"77532",14210,22
2022,"78675",32,0
2019,"75640",2268,7
2019,"88101",1,0
2018,"30135",2,0
2019,"75946",1879,4
2019,"77977",375,0
2020,"78739",6034,9
2021,"28605",3,0
2017,"74750",3,0
2021,"77042",16847,22
2018,"79602",9967,21
2021,"76127",29,0
2019,"78641",26085,47
2021,"78658",6,0
2016,"75388",1,0
2017,"76949",1,0
2018,"75481",166,1
2018,"74017",2,0
2019,"76384",6181,48
2016,"78734",8865,14
2019,"43420",1,0
2016,"75488",740,3
2017,"77984",2278,1
2019,"95134",2,0
2019,"76466",97,0
2020,"61073",1,0
2021,"79947",46,0
2021,"80229",1,0
2016,"23114",1,0
2016,"78460",282,0
2021,"79905",16977,8
2016,"94133",1,0
2021,"21209",2,0
2016,"78059",2839,5
2020,"78595",4011,1
2022,"77480",1814,1
2017,"39208",1,0
2021,"77902",578,1
2019,"77016",20234,19
2020,"77708",6566,8
2017,"79044",253,0
2017,"77852",72,3
2022,"77661",121,0
2020,"76937",116,0
2021,"80210",1,0
2022,"76430",467,0
2016,"33634",1,0
2022,"76140",10944,9
2016,"77871",1973,5
2021,"77335",1429,1
2019,"00751",1,0
2020,"76084",4594,8
2017,"73801",1,0
2020,"78265",639,0
2018,"73449",1,0
2019,"60126",1,0
2016,"81252",1,0
2018,"76686",124,0
2017,"75833",2212,3
2020,"12801",1,1
2022,"77870",30,0
2017,"76628",33,0
2017,"79849",9580,10
2020,"33980",1,0
2020,"75941",4291,7
2017,"76439",75,0
2016,"33708",1,0
2018,"77243",119,3
2021,"90042",2,0
2020,"87144",2,0
2020,"77845",16452,37
2016,"76371",868,2
2016,"75490",1112,2
2021,"76872",348,0
2020,"39564",1,0
2016,"98011",1,0
2016,"22025",1,0
2020,"66062",2,0
2021,"76667",6988,10
2016,"89131",1,0
2021,"78853",6536,2
2021,"75856",124,0
2021,"32904",1,0
2017,"76105",17469,27
2021,"24179",1,0
2018,"78720",358,1
2019,"79556",7502,17
2019,"78881",1407,1
2020,"79548",74,0
2021,"75778",2086,7
2018,"28078",1,0
2017,"79061",110,0
2018,"77054",5210,9
2016,"78205",1184,5
2021,"94086",1,0
2020,"77290",342,1
2022,"79357",781,2
2019,"74701",2,0
2016,"79849",9335,10
2016,"79947",72,0
2020,"78841",1035,1
2020,"35404",1,0
2019,"78026",3887,4
2022,"77481",42,0
2018,"93004",2,0
2018,"75467",1,0
2019,"63366",1,0
2019,"93031",1,0
2018,"75666",208,0
2020,"76712",11133,27
2017,"76540",456,0
2018,"75001",5203,10
2022,"77431",10,0
2020,"77871",2135,4
2019,"30512",1,0
2021,"75053",484,0
2018,"75159",10455,21
2018,"30117",1,0
2016,"45244",2,0
2022,"79364",2420,0
2016,"77651",5278,8
2018,"75036",5502,13
2020,"46235",2,0
2019,"77407",19773,18
2021,"76454",991,5
2017,"75381",191,0
2017,"87508",3,0
2019,"77233",725,3
2016,"76205",7387,18
2016,"78565",694,0
2018,"76073",2737,9
2019,"75201",4847,8
2022,"78279",69,0
2018,"75042",19375,17
2018,"65714",1,0
2018,"45240",1,0
2019,"92139",1,0
2021,"02633",1,0
2021,"78761",472,0
2020,"76856",1927,2
2017,"77542",422,0
2019,"78655",1555,3
2020,"78135",1,0
2018,"79506",272,2
2018,"86325",1,0
2021,"77075",17582,15
2017,"77563",5288,7
2018,"77471",21834,28
2021,"74437",1,0
2021,"94703",1,0
2018,"88210",1,0
2019,"77430",1094,2
2021,"78501",33512,16
2016,"77041",14001,13
2018,"92270",1,0
2017,"76934",816,4
2018,"78357",2179,2
2022,"79913",157,0
2018,"76538",362,4
2017,"81123",1,0
2017,"76267",70,0
2020,"83843",1,0
2021,"77061",10498,8
2017,"77864",5507,7
2019,"47327",1,0
2016,"81004",1,0
2020,"97211",1,0
2021,"79521",2003,5
2021,"98006",6,0
2017,"77416",1,0
2016,"75051",22677,21
2017,"19053",1,0
2016,"77880",919,2
2022,"78405",6458,4
2016,"71023",1,0
2016,"78055",923,2
2019,"79225",430,1
2020,"76460",215,1
2020,"85332",1,0
2016,"76379",202,0
2017,"75462",5716,18
2016,"76470",1848,2
2020,"78469",706,0
2018,"39465",1,0
2022,"76857",316,5
2016,"76360",1833,6
2019,"79711",132,2
2018,"73080",1,0
2019,"78702",10309,11
2018,"78629",7006,9
2019,"80247",1,0
2018,"75671",807,5
2022,"77841",9,0
2022,"75963",180,0
2020,"76070",182,0
2021,"78251",24768,58
2019,"79032",59,0
2019,"78553",1383,0
2021,"80924",1,0
2017,"76691",3371,10
2018,"77291",262,0
2022,"78426",25,0
2017,"75751",10293,26
2019,"60020",1,0
2020,"75633",7495,16
2016,"78597",1143,2
2019,"77026",15249,12
2018,"06114",1,0
2019,"77270",217,1
2019,"75380",257,4
2019,"79526",375,0
2022,"79464",76,0
2019,"76649",360,2
2019,"75456",905,3
2019,"53122",1,0
2016,"75140",3854,11
2017,"82322",1,0
2019,"79530",239,3
2022,"77017",10271,3
2018,"77375",21142,43
2021,"76104",14528,15
2022,"79838",4056,4
2017,"77878",416,0
2020,"78667",734,1
2017,"76457",1986,4
2018,"78016",5890,7
2017,"76311",232,2
2021,"78948",385,0
2020,"76531",2803,5
2016,"77060",20883,12
2018,"75412",329,0
2016,"76542",14847,36
2018,"32113",1,0
2020,"28204",1,0
2017,"75671",826,1
2020,"73114",1,0
2016,"76067",10669,23
2021,"02360",1,0
2018,"98826",1,0
2020,"76122",3,0
2019,"78633",19006,45
2020,"78631",1451,2
2020,"75022",6925,13
2021,"37127",1,0
2016,"75172",2617,0
2018,"46142",1,0
2016,"18042",2,0
2020,"75253",11992,8
2021,"11201",2,0
2020,"79926",213,0
2021,"79344",10,0
2022,"78202",4896,2
2020,"90266",1,0
2016,"34221",5,0
2020,"77705",14763,16
2018,"77624",492,0
2016,"78953",422,0
2016,"75143",8694,24
2021,"78675",80,1
2020,"78833",1160,1
2016,"79937",239,1
2021,"73008",1,0
2021,"73666",1,0
2016,"78543",5882,1
2021,"76005",915,0
2016,"76861",788,2
2022,"77447",4933,3
2022,"75142",5921,3
2019,"85006",2,0
2016,"77031",7487,8
2018,"76525",484,1
2020,"80005",1,0
2018,"72519",3,0
2022,"79556",3669,9
2021,"76945",1282,3
2020,"29203",1,0
2017,"80109",1,0
2016,"79518",64,0
2016,"42719",1,0
2019,"72076",1,0
2019,"23114",1,0
2017,"77502",19659,17
2020,"38804",2,0
2021,"80223",1,0
2022,"78560",1991,4
2019,"75653",505,0
2016,"77954",5599,5
2020,"75091",973,2
2020,"76230",5733,28
2022,"79835",4569,1
2019,"77080",18938,17
2021,"78024",984,4
2022,"78615",433,0
2022,"76107",5212,4
2020,"71840",5,0
2018,"78778",2,0
2022,"78029",280,0
2019,"76453",571,5
2017,"76246",35,0
2019,"61614",1,0
2022,"78004",25,0
2019,"45380",1,0
2022,"77836",2679,1
2016,"78645",5423,14
2018,"78538",7964,1
2021,"78745",21536,23
2022,"76821",1256,1
2022,"75226",645,0
2021,"77032",7755,7
2019,"66801",1,0
2021,"79116",428,0
2016,"76064",799,3
2021,"79782",2220,3
2019,"60626",1,0
2016,"99999",81,0
2019,"78500",2,0
2019,"92071",1,0
2021,"77251",105,0
2019,"75261",79,0
2022,"79370",331,0
2019,"78215",426,1
2019,"77028",12797,10
2022,"77049",10559,3
2022,"76566",38,0
2017,"78735",7877,17
2019,"85202",1,0
2019,"75063",11398,19
2017,"79072",13122,23
2022,"79539",31,0
2017,"75140",4079,9
2020,"79705",15320,43
2019,"75779",180,1
2022,"78746",514,1
2016,"77626",627,0
2021,"75147",5272,11
2016,"95621",1,0
2018,"79607",50,0
2016,"77210",60,0
2021,"89014",1,0
2022,"77243",51,0
2017,"74759",3,0
2021,"78043",26211,13
2021,"79703",8850,21
2016,"02766",2,0
2021,"77338",20826,25
2019,"77014",16270,20
2020,"77461",4906,5
2022,"78542",35259,9
2021,"78666",29624,47
2018,"75642",176,0
2021,"37355",1,0
2017,"10040",1,0
2018,"78728",9790,17
2018,"75147",4721,14
2016,"79415",8576,9
2017,"79845",3607,0
2017,"75169",8561,15
2020,"46514",1,0
2016,"79714",6648,7
2021,"37179",1,0
2021,"49408",1,0
2020,"79711",125,2
2018,"84003",1,0
2020,"23831",1,0
2018,"79083",982,6
2020,"75027",168,0
2018,"78244",16427,25
2021,"92227",1,0
2022,"75444",53,0
2020,"78123",1384,0
2017,"71846",11,0
2021,"85303",1,0
2018,"36301",1,0
2020,"94086",1,0
2022,"79842",55,0
2018,"78567",519,0
2017,"76044",2237,0
2017,"76092",8934,22
2022,"76712",3222,2
2021,"28723",1,0
2016,"77551",9535,14
2019,"45417",1,0
2021,"77880",1040,3
2022,"76542",12135,15
2016,"79410",2751,10
2016,"76877",2174,3
2020,"33908",1,0
2021,"73093",1,0
2021,"75654",6255,6
2016,"70112",1,0
2021,"79370",906,2
2020,"79373",1650,3
2017,"60645",1,0
2019,"87144",2,0
2016,"79538",159,0
2019,"77089",22162,37
2018,"75205",6384,10
2017,"18407",1,0
2018,"75160",14807,28
2022,"75076",1157,1
2016,"74750",3,0
2017,"35802",1,0
2017,"75048",8580,10
2019,"78585",172,0
2022,"76937",54,0
2017,"91201",1,0
2016,"84058",1,0
2019,"79942",17,0
2019,"38104",1,0
2017,"75068",18960,33
2021,"78414",17249,19
2019,"94558",2,0
2017,"76249",4184,9
2019,"77650",1364,1
2020,"72714",1,0
2018,"76302",6514,26
2017,"76247",6345,31
2016,"88202",1,0
2019,"76445",180,0
2017,"94044",1,0
2020,"95051",2,0
2022,"77368",77,0
2019,"76873",37,0
2022,"76665",536,1
2018,"77663",760,0
2019,"29420",1,0
2022,"77042",10496,2
2016,"78635",60,0
2016,"73030",1,0
2016,"17067",1,0
2016,"77290",358,1
2018,"75845",1667,4
2021,"76437",3422,10
2019,"92037",1,0
2019,"93001",1,0
2021,"08816",4,0
2019,"76177",5686,15
2018,"75434",37,0
2018,"70560",2,0
2019,"78516",22259,11
2019,"76859",1252,1
2017,"77399",7730,16
2018,"79073",543,0
2021,"63385",1,0
2022,"77075",12004,2
2019,"78623",688,1
2020,"70126",2,0
2019,"77536",13573,24
2018,"75148",3621,12
2017,"60435",1,0
2017,"93277",1,0
2018,"92624",1,0
2016,"76935",676,4
2017,"48332",2,0
2022,"79783",23,0
2017,"23453",1,0
2020,"75421",495,0
2021,"20017",1,0
2017,"54814",2,0
2017,"77428",30,0
2018,"77241",142,0
2016,"43085",1,0
2018,"78666",26853,36
2018,"45380",1,0
2017,"75558",796,1
2017,"75251",1221,4
2019,"92082",1,0
2019,"32950",1,0
2020,"42003",1,0
2016,"75072",1,0
2018,"29566",1,0
2020,"80007",1,0
2016,"78735",7131,17
2018,"77954",6001,11
2018,"78962",2360,4
2021,"79953",102,0
2017,"78602",16556,37
2022,"79490",92,0
2021,"76653",609,0
2017,"75093",16680,42
2021,"95076",1,0
2021,"77597",382,2
2018,"77710",2,0
2018,"75704",5298,9
2016,"77059",5129,5
2019,"76112",25686,59
2022,"79735",3028,1
2018,"76203",26,0
2017,"78259",8590,25
2021,"20191",1,0
2016,"75938",1412,0
2021,"95035",1,0
2021,"20906",1,0
2018,"77665",3475,2
2022,"78066",53,0
2022,"75153",222,0
2022,"78269",109,0
2021,"77857",455,0
2021,"79733",93,0
2016,"97624",1,0
2020,"77062",9394,13
2020,"29154",2,0
2018,"77859",4238,5
2019,"78247",19841,57
2021,"79608",464,0
2022,"77626",136,0
2020,"77066",15041,14
2018,"78632",453,0
2020,"77353",364,1
2021,"78537",34024,17
2018,"75206",9830,9
2019,"71913",1,0
2016,"71857",56,0
2019,"73933",7,0
2019,"79057",570,0
2022,"77541",5220,3
2020,"76871",465,0
2021,"75102",634,0
2019,"76633",2236,6
2018,"79380",50,0
2020,"37036",1,0
2019,"76251",354,0
2016,"78836",63,0
2019,"75687",78,0
2019,"75049",385,0
2017,"76120",8746,20
2019,"98020",1,0
2018,"77455",871,1
2022,"78676",1199,3
2018,"75935",7399,7
2017,"00751",1,0
2018,"76133",28909,56
2022,"76443",461,0
2017,"90034",1,0
2019,"61761",2,0
2021,"75640",2448,6
2022,"77244",62,0
2019,"75639",1424,2
2018,"20108",1,0
2020,"64131",1,0
2018,"29203",1,0
2021,"16505",1,0
2019,"15636",1,0
2016,"79916",17,0
2021,"72210",1,0
2019,"77393",582,0
2016,"75376",593,1
2021,"76022",7205,11
2021,"22408",1,0
2017,"65438",1,0
2017,"77098",4302,9
2020,"78620",7821,13
2021,"60411",2,0
2018,"76098",610,3
2016,"48104",1,0
2017,"75771",10276,25
2016,"78613",27217,69
2020,"79244",520,1
2020,"04666",1,0
2022,"78159",300,0
2019,"76621",361,3
2021,"93926",1,0
2020,"81121",1,0
2020,"77583",13610,11
2022,"75792",1035,0
2017,"76373",59,0
2020,"78708",299,0
2018,"78626",14360,26
2019,"79940",13,0
2022,"75442",2559,3
2019,"72832",1,0
2022,"77066",9306,6
2018,"76578",965,3
2018,"79821",2715,2
2019,"20158",22,0
2018,"67230",1,0
2020,"75109",2247,2
2019,"70119",2,0
2021,"92264",2,0
2021,"75606",488,0
2022,"76067",5868,4
2017,"75119",13699,26
2018,"76834",3302,5
2020,"92394",1,0
2021,"80921",2,0
2019,"44236",1,0
2016,"75862",6431,5
2021,"77853",559,2
2021,"96790",1,0
2019,"93955",1,0
2021,"76651",2000,3
2021,"76882",134,0
2021,"40241",1,0
2016,"75246",1301,1
2017,"85042",1,0
2017,"66611",1,0
2022,"76710",6199,2
2016,"78757",8685,21
2019,"93514",2,0
2020,"78216",18100,27
2020,"77070",20517,35
2020,"34698",2,0
2021,"98275",1,0
2016,"77552",451,0
2020,"75119",13833,21
2021,"75935",7615,9
2018,"75124",2805,5
2020,"92620",1,0
2016,"01960",1,0
2021,"79768",430,3
2020,"76934",678,1
2016,"77592",568,0
2022,"75470",59,0
2017,"85713",1,0
2017,"77511",23042,44
2017,"71135",2,0
2017,"76450",7285,34
2021,"75472",2466,0
2017,"76645",6554,13
2016,"78148",9249,18
2016,"75326",1,0
2016,"76673",475,0
2019,"79027",2539,1
2021,"45431",1,0
2022,"78022",1325,1
2022,"77332",5,0
2022,"75459",1095,0
2016,"77234",190,0
2019,"78011",1416,0
2020,"51561",1,0
2016,"76520",4854,13
2017,"34741",1,0
2017,"79116",437,0
2021,"78957",5635,24
2021,"76491",204,0
2018,"91361",1,0
2019,"75847",873,1
2016,"77586",7744,16
2022,"78747",4328,2
2017,"08015",1,0
2022,"75058",411,1
2017,"79371",591,3
2018,"78362",6007,10
2019,"28078",1,0
2021,"77079",12561,19
2021,"77430",1182,2
2017,"76483",615,3
2016,"71119",1,0
2022,"75382",129,0
2019,"77077",22792,28
2020,"77460",83,0
2019,"29860",1,0
2020,"88021",9,0
2018,"79903",10863,7
2020,"79221",1,0
2022,"77517",930,2
2018,"78347",27,0
2020,"78022",2871,3
2019,"71838",2,0
2020,"76574",9993,17
2019,"78839",6100,2
2018,"80015",1,0
2021,"33709",1,0
2019,"77878",413,0
2017,"78680",351,0
2022,"76909",20,0
2019,"75027",166,0
2017,"32950",1,0
2017,"78404",10063,11
2018,"76485",99,0
2018,"62301",1,0
2018,"85041",1,0
2022,"79087",132,0
2021,"75265",1,0
2019,"29388",1,0
2017,"77075",17619,9
2017,"02659",1,0
2021,"79855",1494,1
2017,"77503",12009,11
2018,"60803",1,0
2022,"78371",92,0
2019,"92503",1,0
2019,"77511",24621,39
2020,"63901",1,0
2016,"28803",1,0
2017,"70777",1,0
2020,"79545",946,0
2017,"78701",5847,5
2019,"81123",1,0
2020,"76681",292,3
2017,"85340",1,0
2018,"75778",1937,6
2018,"79081",1575,5
2016,"79033",42,0
2021,"77510",6626,11
2020,"71958",1,0
2016,"77902",768,0
2021,"98199",1,0
2022,"75379",60,0
2019,"77230",264,0
2019,"76687",1034,3
2019,"75855",1506,5
2017,"76804",1147,4
2016,"79905",18846,17
2021,"70570",3,0
2021,"43812",1,0
2022,"76136",71,0
2016,"75105",127,1
2020,"77009",15331,17
2021,"90277",4,0
2019,"75219",9221,18
2016,"78657",3486,9
2019,"76864",460,1
2020,"78748",16575,32
2017,"75025",16165,40
2016,"76106",22550,18
2022,"76161",138,0
2018,"76204",18,0
2016,"75041",16131,33
2020,"77436",112,0
2021,"78561",349,0
2018,"76364",59,0
2021,"91325",1,0
2016,"78115",65,0
2016,"76537",2764,8
2018,"79117",321,1
2017,"31764",1,0
2019,"75402",8256,26
2017,"37091",1,0
2019,"93101",1,0
2018,"76148",11681,45
2022,"79928",24732,13
2017,"78613",29959,71
2019,"76014",18548,19
2017,"79904",18015,33
2018,"95321",1,0
2019,"76132",12455,33
2019,"78945",5838,18
2017,"27511",1,0
2021,"78240",26047,50
2018,"34769",2,0
2022,"75845",738,2
2017,"77229",114,0
2019,"78411",15872,23
2018,"37206",1,0
2017,"73933",7,0
2017,"73122",1,0
2020,"55343",1,0
2017,"77975",984,3
2022,"76631",56,0
2020,"96707",1,0
2019,"73401",5,0
2017,"77873",800,1
2017,"79566",133,2
2016,"32407",2,0
2016,"74743",63,0
2018,"79511",610,1
2020,"78940",1151,3
2019,"27045",2,0
2021,"77523",9185,12
2016,"23185",4,0
2016,"79043",638,0
2019,"43219",1,0
2016,"77879",2651,2
2021,"78742",385,1
2017,"78730",3347,4
2017,"79243",33,2
2018,"63038",2,0
2021,"76542",21184,40
2017,"75253",12121,9
2018,"85750",1,0
2021,"77348",1,0
2017,"75639",1465,2
2016,"75011",631,0
2017,"79357",1516,2
2018,"02478",1,0
2018,"75168",568,1
2019,"77404",773,2
2020,"75495",4005,13
2017,"75092",11191,37
2017,"75069",18796,45
2016,"79255",244,0
2019,"77363",2111,2
2016,"66211",1,0
2019,"74465",1,0
2022,"79252",746,0
2021,"21075",1,0
2018,"57401",1,0
2020,"78762",185,0
2020,"76716",4,0
2016,"80013",2,0
2019,"29058",1,0
2019,"78043",25864,16
2022,"77280",67,0
2017,"70122",2,0
2021,"32513",1,0
2016,"71834",8,0
2020,"78260",10495,23
2021,"79371",635,2
2020,"77401",5031,6
2021,"77019",7372,5
2020,"79358",602,0
2018,"80204",1,0
2022,"79601",4636,4
2017,"74641",1,0
2018,"78041",23691,10
2021,"75091",943,2
2018,"44221",1,0
2016,"75615",16,0
